0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5042,4958,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2505,7495,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5031,4969,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3116,6247,637,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,315,4699,4676,310,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,159,3231,5488,1122,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,630,4384,4347,639,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,354,3291,4911,1404,40,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,891,4101,4088,885,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12,563,3178,4512,1639,96,0,0,0,0,0,0,0
0,0,0,0,0,0,0,52,1080,3884,3870,1069,45,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24,716,3137,4239,1708,172,4,0,0,0,0,0,0
0,0,0,0,0,0,2,109,1217,3679,3692,1209,89,3,0,0,0,0,0,0
0,0,0,0,0,0,0,67,830,3093,3868,1868,266,8,0,0,0,0,0,0
0,0,0,0,0,0,5,183,1332,3443,3541,1328,163,5,0,0,0,0,0,0
0,0,0,0,0,0,4,124,927,2972,3706,1909,335,23,0,0,0,0,0,0
0,0,0,0,0,0,14,242,1416,3326,3372,1407,208,15,0,0,0,0,0,0
0,0,0,0,0,0,6,159,1023,2909,3506,1920,436,39,2,0,0,0,0,0
0,0,0,0,0,0,26,292,1484,3250,3156,1496,273,21,2,0,0,0,0,0
0,0,0,0,0,0,20,191,1131,2837,3291,1972,506,48,4,0,0,0,0,0
0,0,0,0,0,1,40,368,1545,3090,3036,1548,341,29,2,0,0,0,0,0
0,0,0,0,0,1,25,244,1190,2749,3127,2015,573,73,2,1,0,0,0,0
0,0,0,0,0,3,60,412,1601,2959,2946,1554,417,45,3,0,0,0,0,0
0,0,0,0,0,2,43,284,1260,2626,3080,1960,656,82,7,0,0,0,0,0
0,0,0,0,0,6,77,467,1615,2878,2820,1624,459,49,5,0,0,0,0,0
0,0,0,0,0,2,50,333,1281,2601,2966,1947,695,114,11,0,0,0,0,0
0,0,0,0,0,6,94,552,1593,2765,2792,1601,517,72,8,0,0,0,0,0
0,0,0,0,0,4,58,408,1287,2463,2960,1892,764,142,21,1,0,0,0,0
0,0,0,0,0,11,116,590,1605,2697,2681,1619,562,103,16,0,0,0,0,0
0,0,0,0,0,6,78,427,1307,2464,2807,1905,783,191,30,2,0,0,0,0
0,0,0,0,0,15,132,625,1607,2634,2597,1630,610,126,23,1,0,0,0,0
0,0,0,0,0,9,94,466,1324,2403,2710,1909,804,236,42,3,0,0,0,0
0,0,0,0,0,24,162,644,1621,2538,2544,1645,631,156,34,1,0,0,0,0
0,0,0,0,0,13,113,485,1375,2328,2620,1901,843,260,57,4,0,0,0,0
0,0,0,0,0,29,189,674,1586,2512,2519,1582,684,184,38,3,0,0,0,0
0,0,0,0,0,19,142,499,1374,2275,2604,1845,895,275,65,6,0,0,0,0
0,0,0,0,0,36,216,679,1628,2436,2451,1608,694,199,50,3,0,0,0,0
0,0,0,0,0,17,158,525,1388,2242,2497,1870,919,291,75,10,0,0,0,0
0,0,0,0,4,46,215,740,1638,2354,2368,1639,726,211,54,5,0,0,0,0
0,0,0,0,1,20,169,569,1407,2191,2416,1864,940,326,73,15,1,0,0,0
0,0,0,0,4,48,245,750,1640,2281,2340,1616,775,231,61,9,0,0,0,0
0,0,0,0,3,22,179,595,1409,2119,2433,1822,961,353,73,21,1,0,0,0
0,0,0,0,5,69,241,812,1608,2242,2320,1598,767,264,59,14,1,0,0,0
0,0,0,2,3,35,192,635,1379,2135,2379,1762,977,365,99,27,2,0,0,0
0,0,0,1,9,74,269,796,1605,2270,2247,1574,783,287,66,18,1,0,0,0
0,0,0,3,5,32,212,643,1398,2126,2292,1784,973,384,106,28,1,0,0,0
0,0,0,3,12,72,302,812,1602,2236,2183,1549,824,312,73,19,1,0,0,0
0,0,0,6,5,31,241,677,1355,2138,2232,1741,996,404,133,23,3,0,0,0
0,0,0,4,16,84,327,841,1534,2205,2134,1598,832,308,93,22,2,0,0,0
0,0,0,7,8,42,255,700,1349,2078,2190,1759,1003,421,137,31,5,0,0,0
0,0,0,3,19,101,348,823,1580,2152,2083,1595,826,346,101,20,3,0,0,0
0,0,1,10,8,39,293,684,1373,2039,2120,1782,985,463,138,38,5,1,0,0
0,0,0,8,19,97,386,845,1559,2111,2057,1580,840,364,108,22,3,1,0,0
0,0,1,9,12,55,304,701,1380,1978,2111,1750,1005,484,140,35,14,1,0,0
0,0,0,9,25,119,387,870,1535,2086,2010,1584,847,383,106,30,9,0,0,0
0,0,1,10,12,58,310,724,1398,1953,2062,1695,1031,499,160,45,11,2,0,0
0,0,0,8,30,119,397,889,1567,2025,1995,1557,845,405,118,34,10,1,0,0
0,0,1,13,15,63,318,737,1395,1943,2036,1678,1036,494,177,48,12,4,0,0
0,0,0,7,40,129,436,879,1527,2039,1914,1566,885,402,134,28,12,2,0,0
0,0,2,11,24,57,350,766,1380,1909,1993,1657,1038,525,189,48,12,6,0,0
0,0,2,7,41,142,435,889,1536,1986,1929,1499,913,425,146,34,12,4,0,0
0,0,3,16,19,63,353,776,1395,1891,1937,1635,1077,520,204,52,13,5,1,0
0,0,2,10,47,158,447,901,1549,1921,1937,1453,935,435,149,39,11,5,1,0
0,0,3,14,32,76,376,759,1405,1848,1956,1600,1066,537,216,53,16,5,3,0
0,0,2,13,50,173,469,890,1537,1906,1919,1441,938,440,161,39,17,4,1,0
0,1,5,18,23,99,374,784,1396,1807,1911,1593,1084,543,229,63,23,3,3,0
0,0,4,13,49,180,460,935,1519,1861,1879,1449,951,459,172,49,15,5,0,0
0,1,4,25,17,89,376,818,1354,1805,1917,1564,1104,529,246,63,20,7,1,0
0,1,3,16,52,199,459,960,1510,1829,1872,1422,965,449,190,53,13,7,0,0
0,3,2,26,23,87,414,813,1351,1790,1862,1578,1083,554,245,81,16,10,1,0
0,2,1,18,61,202,487,944,1488,1824,1834,1444,952,470,190,62,11,10,0,0
0,3,4,24,31,90,418,839,1328,1788,1858,1554,1039,609,236,80,23,7,3,0
0,0,4,20,68,207,496,961,1460,1844,1834,1397,941,495,185,65,15,6,2,0
0,2,7,29,33,101,434,814,1338,1778,1859,1497,1060,614,245,85,28,6,4,0
0,1,6,22,83,211,517,939,1437,1821,1816,1405,946,493,210,66,18,6,3,0
0,1,12,35,45,101,430,829,1284,1792,1849,1487,1055,602,279,92,28,8,5,0
0,0,6,31,90,213,531,921,1450,1779,1778,1420,956,499,227,71,16,9,3,0
0,1,8,42,50,97,464,795,1340,1708,1828,1505,1058,609,281,104,31,7,5,1
0,1,7,33,100,202,565,923,1435,1764,1765,1408,945,516,227,76,21,6,5,1
0,1,12,43,53,95,467,845,1297,1699,1782,1512,1067,611,299,93,35,8,6,1
0,0,9,37,94,226,531,965,1429,1769,1703,1413,939,528,241,81,24,6,4,1
0,2,20,44,38,115,458,833,1334,1694,1741,1473,1082,608,307,117,32,15,4,1
0,1,12,35,89,252,536,975,1412,1744,1658,1427,960,522,245,91,28,9,3,1
0,4,17,43,48,126,471,845,1303,1707,1661,1511,1056,646,300,124,41,13,5,1
0,3,9,39,96,261,555,958,1403,1712,1703,1356,946,571,236,102,35,10,4,1
0,4,22,43,51,116,478,857,1300,1682,1718,1427,1051,659,313,130,46,18,2,2
0,3,16,32,104,262,577,919,1443,1729,1639,1358,941,555,266,104,35,12,2,2
0,3,19,64,47,129,494,841,1293,1676,1671,1459,1023,662,330,129,53,15,4,2
0,3,12,48,112,267,574,948,1409,1688,1651,1314,965,582,258,106,44,13,4,2
0,4,19,61,61,138,496,849,1282,1644,1689,1440,1023,651,333,142,56,17,9,0
0,3,11,52,120,279,564,976,1377,1678,1672,1285,968,570,269,110,47,11,6,0
1,4,24,59,61,129,487,884,1271,1635,1649,1434,1030,653,344,133,66,19,7,1
0,3,22,47,124,292,563,998,1356,1679,1615,1276,960,596,286,109,54,12,6,1
2,2,26,66,63,134,503,866,1272,1613,1628,1408,1046,646,378,130,72,16,8,2
1,2,20,44,150,269,599,988,1341,1665,1546,1333,959,581,309,116,54,13,7,2
1,4,26,65,77,136,490,893,1249,1604,1617,1382,1065,642,384,137,77,22,9,2
1,3,16,55,149,286,591,1005,1325,1655,1545,1286,982,600,301,118,60,11,8,2
0,6,26,72,78,132,498,922,1240,1602,1609,1334,1061,664,383,156,64,24,7,4
0,4,17,58,153,288,616,989,1344,1619,1537,1273,959,627,303,128,57,17,5,4
